V1,V2,V3,V4,V5,V6,V7,period_cat,location,target_type
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,epiforecasts-EpiNow2,itwm-dSEIR,ILM-EKF,5,DE,Cases
CovidMetrics-epiBATS,EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,epiforecasts-EpiNow2,itwm-dSEIR,5,DE,Cases
CovidMetrics-epiBATS,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,5,DE,Cases
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,epiforecasts-EpiNow2,ILM-EKF,5,DE,Cases
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,UMass-MechBayes,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,5,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,5,DE,Deaths
HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,itwm-dSEIR,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,MUNI-ARIMA,UMass-MechBayes,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,MUNI-ARIMA,RobertWalraven-ESG,itwm-dSEIR,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,ITWW-county_repro,MUNI-ARIMA,RobertWalraven-ESG,UMass-MechBayes,ILM-EKF,5,DE,Deaths
FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,MUNI-ARIMA,UMass-MechBayes,ILM-EKF,5,DE,Deaths
EuroCOVIDhub-baseline,FIAS_FZJ-Epi1Ger,HZI-AgeExtendedSEIR,IEM_Health-CovidProject,ITWW-county_repro,RobertWalraven-ESG,ILM-EKF,5,DE,Deaths
